Learning Area,Element,Sub-element,Progression level,Progression level name / stage name,Subheading,Indicator ID,Indicator order,Indicator text (verbatim),Indicator text (no examples),Example / elaboration,Relevant – Foundation,Relevant – Year 1,Relevant – Year 2,Relevant – Year 3,Relevant – Year 4,Relevant – Year 5,Relevant – Year 6,Relevant – Year 7,Relevant – Year 8,Relevant – Year 9,Relevant – Year 10
Literacy,Reading and viewing,Understanding texts,Level 8,,Vocabulary,LP9-RV-UT-Level8-20,20,"understands precise meaning of words with similar connotations (e.g. ""generous"", ""kind-hearted"", ""charitable"")",understands precise meaning of words with similar connotations,"e.g. ""generous"", ""kind-hearted"", ""charitable""",,,,,,Yes,Yes,,,,
Literacy,Reading and viewing,Understanding texts,Level 9,,Comprehension,LP9-RV-UT-Level9-01,1,reads and views complex texts (see Text complexity),reads and views complex texts (see Text complexity),,,,,,,,Yes,Yes,,,
Literacy,Reading and viewing,Understanding texts,Level 9,,Comprehension,LP9-RV-UT-Level9-02,2,identifies the main themes or concepts in complex texts by synthesising key ideas or information,identifies the main themes or concepts in complex texts by synthesising key ideas or information,,,,,,,,Yes,Yes,,,
Literacy,Reading and viewing,Understanding texts,Level 9,,Comprehension,LP9-RV-UT-Level9-03,3,"summarises the text, identifying key details only","summarises the text, identifying key details only",,,,,,,,Yes,Yes,,,
Literacy,Reading and viewing,Understanding texts,Level 9,,Comprehension,LP9-RV-UT-Level9-04,4,"draws inferences, synthesising clues and evidence across a text","draws inferences, synthesising clues and evidence across a text",,,,,,,,Yes,Yes,,,
Literacy,Reading and viewing,Understanding texts,Level 9,,Comprehension,LP9-RV-UT-Level9-05,5,builds meaning by actively linking ideas from a number of texts or a range of digital sources,builds meaning by actively linking ideas from a number of texts or a range of digital sources,,,,,,,,Yes,Yes,,,
Literacy,Reading and viewing,Understanding texts,Level 9,,Comprehension,LP9-RV-UT-Level9-06,6,distils information from a number of texts according to task and purpose (e.g. uses graphic organisers),distils information from a number of texts according to task and purpose,e.g. uses graphic organisers,,,,,,,Yes,Yes,,,
Literacy,Reading and viewing,Understanding texts,Level 9,,Comprehension,LP9-RV-UT-Level9-07,7,identifies different interpretations of the text citing evidence from a text,identifies different interpretations of the text citing evidence from a text,,,,,,,,Yes,Yes,,,
Literacy,Reading and viewing,Understanding texts,Level 9,,Comprehension,LP9-RV-UT-Level9-08,8,evaluates language features for relevance to purpose and audience,evaluates language features for relevance to purpose and audience,,,,,,,,Yes,Yes,,,
Literacy,Reading and viewing,Understanding texts,Level 9,,Comprehension,LP9-RV-UT-Level9-09,9,analyses texts that have more than one purpose and explains how parts of the text support a particular purpose,analyses texts that have more than one purpose and explains how parts of the text support a particular purpose,,,,,,,,Yes,Yes,,,
Literacy,Reading and viewing,Understanding texts,Level 9,,Comprehension,LP9-RV-UT-Level9-10,10,analyses the use of language appropriate to different types of texts (e.g. compare the use of pun in imaginative and persuasive texts),analyses the use of language appropriate to different types of texts,e.g. compare the use of pun in imaginative and persuasive texts,,,,,,,Yes,Yes,,,
Literacy,Reading and viewing,Understanding texts,Level 9,,Comprehension,LP9-RV-UT-Level9-11,11,identifies techniques used to obscure author’s purpose (e.g. inclusion or omission of content),identifies techniques used to obscure author’s purpose,e.g. inclusion or omission of content,,,,,,,Yes,Yes,,,
Literacy,Reading and viewing,Understanding texts,Level 9,,Processes,LP9-RV-UT-Level9-12,12,"uses processes such as predicting, confirming predictions, monitoring, and connecting relevant elements of the text to build or repair meaning","uses processes such as predicting, confirming predictions, monitoring, and connecting relevant elements of the text to build or repair meaning",,,,,,,,Yes,Yes,,,
Literacy,Reading and viewing,Understanding texts,Level 9,,Processes,LP9-RV-UT-Level9-13,13,uses knowledge of a broader range of cohesive devices to track meaning (e.g. word associations) (see Grammar),uses knowledge of a broader range of cohesive devices to track meaning (e.g. word associations) (see Grammar),,,,,,,,Yes,Yes,,,
Literacy,Reading and viewing,Understanding texts,Level 9,,Processes,LP9-RV-UT-Level9-14,14,selects reading or viewing strategies appropriate to reading purpose (e.g. scans text for evidence),selects reading or viewing strategies appropriate to reading purpose,e.g. scans text for evidence,,,,,,,Yes,Yes,,,
Literacy,Reading and viewing,Understanding texts,Level 9,,Processes,LP9-RV-UT-Level9-15,15,judiciously selects texts for learning area tasks and purposes,judiciously selects texts for learning area tasks and purposes,,,,,,,,Yes,Yes,,,
Literacy,Reading and viewing,Understanding texts,Level 9,,Vocabulary,LP9-RV-UT-Level9-16,16,identifies language used to create tone or atmosphere,identifies language used to create tone or atmosphere,,,,,,,,Yes,Yes,,,
Literacy,Reading and viewing,Understanding texts,Level 9,,Vocabulary,LP9-RV-UT-Level9-17,17,"analyses language and visual features in texts using metalanguage (e.g. cohesion, interpretation, figurative)",analyses language and visual features in texts using metalanguage,"e.g. cohesion, interpretation, figurative",,,,,,,Yes,Yes,,,
Literacy,Reading and viewing,Understanding texts,Level 9,,Vocabulary,LP9-RV-UT-Level9-18,18,"applies knowledge of base words and word origins to understand the meaning of unfamiliar, discipline-specific words","applies knowledge of base words and word origins to understand the meaning of unfamiliar, discipline-specific words",,,,,,,,Yes,Yes,,,
Literacy,Reading and viewing,Understanding texts,Level 9,,Vocabulary,LP9-RV-UT-Level9-19,19,uses a range of context and grammatical cues to understand unfamiliar words,uses a range of context and grammatical cues to understand unfamiliar words,,,,,,,,Yes,Yes,,,
Literacy,Reading and viewing,Understanding texts,Level 9,,Vocabulary,LP9-RV-UT-Level9-20,20,"interprets complex figurative language (e.g. euphemisms, hyperbole)",interprets complex figurative language,"e.g. euphemisms, hyperbole",,,,,,,Yes,Yes,,,
Literacy,Reading and viewing,Understanding texts,Level 10,,Comprehension,LP9-RV-UT-Level10-01,1,reads and views complex or some highly complex texts (see Text complexity),reads and views complex or some highly complex texts (see Text complexity),,,,,,,,,,Yes,Yes,
Literacy,Reading and viewing,Understanding texts,Level 10,,Comprehension,LP9-RV-UT-Level10-02,2,interprets abstract concepts integrating complex ideas,interprets abstract concepts integrating complex ideas,,,,,,,,,,Yes,Yes,
Literacy,Reading and viewing,Understanding texts,Level 10,,Comprehension,LP9-RV-UT-Level10-03,3,analyses how language features are used to support the point of view in a text (e.g. the strategic use of images such as a cartoon in an editorial),analyses how language features are used to support the point of view in a text,e.g. the strategic use of images such as a cartoon in an editorial,,,,,,,,,Yes,Yes,
Literacy,Reading and viewing,Understanding texts,Level 10,,Comprehension,LP9-RV-UT-Level10-04,4,draws inferences using evidence from the text and discounting possible inferences that are not supported by the text,draws inferences using evidence from the text and discounting possible inferences that are not supported by the text,,,,,,,,,,Yes,Yes,
Literacy,Reading and viewing,Understanding texts,Level 10,,Comprehension,LP9-RV-UT-Level10-05,5,applies and articulates criteria to evaluate the language structures and features for relevance to purpose and audience,applies and articulates criteria to evaluate the language structures and features for relevance to purpose and audience,,,,,,,,,,Yes,Yes,
Literacy,Reading and viewing,Understanding texts,Level 10,,Comprehension,LP9-RV-UT-Level10-06,6,evaluates the reasoning and evidence in a persuasive text,evaluates the reasoning and evidence in a persuasive text,,,,,,,,,,Yes,Yes,
Literacy,Reading and viewing,Understanding texts,Level 10,,Comprehension,LP9-RV-UT-Level10-07,7,"explains how context (e.g. time, place, situation) influences interpretations of a text","explains how context (e.g. time, place, situation) influences interpretations of a text",,,,,,,,,,Yes,Yes,
Literacy,Reading and viewing,Understanding texts,Level 10,,Comprehension,LP9-RV-UT-Level10-08,8,analyses the author’s perspectives in complex or some highly complex texts,analyses the author’s perspectives in complex or some highly complex texts,,,,,,,,,,Yes,Yes,
Literacy,Reading and viewing,Understanding texts,Level 10,,Comprehension,LP9-RV-UT-Level10-09,9,analyses the techniques authors use to position readers,analyses the techniques authors use to position readers,,,,,,,,,,Yes,Yes,
Literacy,Reading and viewing,Understanding texts,Level 10,,Comprehension,LP9-RV-UT-Level10-10,10,recognises when ideas or evidence have been omitted from a text to position the reader,recognises when ideas or evidence have been omitted from a text to position the reader,,,,,,,,,,Yes,Yes,
Literacy,Reading and viewing,Understanding texts,Level 10,,Processes,LP9-RV-UT-Level10-11,11,"automatically integrates a range of processes such as predicting, confirming predictions, monitoring and connecting relevant elements of the text, to build meaning","automatically integrates a range of processes such as predicting, confirming predictions, monitoring and connecting relevant elements of the text, to build meaning",,,,,,,,,,Yes,Yes,
Literacy,Reading and viewing,Understanding texts,Level 10,,Processes,LP9-RV-UT-Level10-12,12,"describes how sophisticated cohesive devices establish patterns of meaning (e.g. ""class"" – ""subclass"")",describes how sophisticated cohesive devices establish patterns of meaning,"e.g. ""class"" – ""subclass""",,,,,,,,,Yes,Yes,
Literacy,Reading and viewing,Understanding texts,Level 10,,Processes,LP9-RV-UT-Level10-13,13,navigates extended texts including complex digital texts,navigates extended texts including complex digital texts,,,,,,,,,,Yes,Yes,
Literacy,Reading and viewing,Understanding texts,Level 10,,Vocabulary,LP9-RV-UT-Level10-14,14,"demonstrates an understanding of nuances and subtleties in words of similar meaning (e.g. ""frustrated"", ""discouraged"", ""baffled"")",demonstrates an understanding of nuances and subtleties in words of similar meaning,"e.g. ""frustrated"", ""discouraged"", ""baffled""",,,,,,,,,Yes,Yes,
Literacy,Reading and viewing,Understanding texts,Level 10,,Vocabulary,LP9-RV-UT-Level10-15,15,verifies interpretations of unfamiliar words using grammatical and contextual cues,verifies interpretations of unfamiliar words using grammatical and contextual cues,,,,,,,,,,Yes,Yes,
Literacy,Reading and viewing,Understanding texts,Level 11,,Comprehension,LP9-RV-UT-Level11-01,1,reads and views highly complex texts (see Text complexity),reads and views highly complex texts (see Text complexity),,,,,,,,,,,Yes,Yes
Literacy,Reading and viewing,Understanding texts,Level 11,,Comprehension,LP9-RV-UT-Level11-02,2,"interprets symbolism in texts, providing evidence to justify interpretation","interprets symbolism in texts, providing evidence to justify interpretation",,,,,,,,,,,Yes,Yes
Literacy,Reading and viewing,Understanding texts,Level 11,,Comprehension,LP9-RV-UT-Level11-03,3,judiciously selects and synthesises evidence from multiple texts to support ideas and arguments,judiciously selects and synthesises evidence from multiple texts to support ideas and arguments,,,,,,,,,,,Yes,Yes
Literacy,Reading and viewing,Understanding texts,Level 11,,Comprehension,LP9-RV-UT-Level11-04,4,analyses the credibility and validity of primary and secondary sources,analyses the credibility and validity of primary and secondary sources,,,,,,,,,,,Yes,Yes
Literacy,Reading and viewing,Understanding texts,Level 11,,Comprehension,LP9-RV-UT-Level11-05,5,"evaluates the use of devices such as analogy, irony, rhetoric and satire, and how they contribute to an author’s individual style","evaluates the use of devices such as analogy, irony, rhetoric and satire, and how they contribute to an author’s individual style",,,,,,,,,,,Yes,Yes
Literacy,Reading and viewing,Understanding texts,Level 11,,Comprehension,LP9-RV-UT-Level11-06,6,analyses the cumulative impact of use of language features and vocabulary across texts,analyses the cumulative impact of use of language features and vocabulary across texts,,,,,,,,,,,Yes,Yes
Literacy,Reading and viewing,Understanding texts,Level 11,,Comprehension,LP9-RV-UT-Level11-07,7,"explains assumptions, beliefs and implicit values in texts (e.g. ""economic growth is always desirable"")","explains assumptions, beliefs and implicit values in texts","e.g. ""economic growth is always desirable""",,,,,,,,,,Yes,Yes
Literacy,Reading and viewing,Understanding texts,Level 11,,Comprehension,LP9-RV-UT-Level11-08,8,"evaluates the social, moral and ethical positions taken in texts","evaluates the social, moral and ethical positions taken in texts",,,,,,,,,,,Yes,Yes
Literacy,Reading and viewing,Understanding texts,Level 11,,Processes,LP9-RV-UT-Level11-09,9,strategically adjusts the processes of reading and viewing to build meaning according to the demands of tasks and texts,strategically adjusts the processes of reading and viewing to build meaning according to the demands of tasks and texts,,,,,,,,,,,Yes,Yes
Literacy,Reading and viewing,Understanding texts,Level 11,,Processes,LP9-RV-UT-Level11-10,10,identifies subtle contradictions and inconsistencies in texts,identifies subtle contradictions and inconsistencies in texts,,,,,,,,,,,Yes,Yes
Literacy,Reading and viewing,Understanding texts,Level 11,,Vocabulary,LP9-RV-UT-Level11-11,11,"interprets complex, formal and impersonal language in academic texts","interprets complex, formal and impersonal language in academic texts",,,,,,,,,,,Yes,Yes
Literacy,Reading and viewing,Understanding texts,Level 11,,Vocabulary,LP9-RV-UT-Level11-12,12,uses lexical cues to interpret unfamiliar vocabulary,uses lexical cues to interpret unfamiliar vocabulary,,,,,,,,,,,Yes,Yes
Literacy,Reading and viewing,Understanding texts,Level 11,,Vocabulary,LP9-RV-UT-Level11-13,13,demonstrates self-reliance in exploration and application of word learning strategies,demonstrates self-reliance in exploration and application of word learning strategies,,,,,,,,,,,Yes,Yes
Literacy,Writing,Creating texts,Level 1a,,,LP9-W-CT-Level1a-01,1,"uses informal responses such as vocalising, turning, moving, smiling or touching to indicate a single message with familiar people in familiar environment (e.g. touches a target object in response to a question or directive)","uses informal responses such as vocalising, turning, moving, smiling or touching to indicate a single message with familiar people in familiar environment",e.g. touches a target object in response to a question or directive,Yes,,,,,,,,,,
Literacy,Writing,Creating texts,Level 1b,,,LP9-W-CT-Level1b-01,1,"uses conventional behaviours or concrete symbols to communicate intentionally with familiar people in different contexts (e.g. single words, gestures, pictorial representations)",uses conventional behaviours or concrete symbols to communicate intentionally with familiar people in different contexts,"e.g. single words, gestures, pictorial representations",Yes,,,,,,,,,,
Literacy,Writing,Creating texts,Level 1,,Crafting ideas,LP9-W-CT-Level1-01,1,conveys messages through actions or talk (see Speaking),conveys messages through actions or talk (see Speaking),,Yes,,,,,,,,,,
Literacy,Writing,Creating texts,Level 1,,Crafting ideas,LP9-W-CT-Level1-02,2,shares ideas using icons and images,shares ideas using icons and images,,Yes,,,,,,,,,,
Literacy,Writing,Creating texts,Level 1,,Crafting ideas,LP9-W-CT-Level1-03,3,acts out texts through play,acts out texts through play,,Yes,,,,,,,,,,
Literacy,Writing,Creating texts,Level 1,,Crafting ideas,LP9-W-CT-Level1-04,4,observes others writing with interest and attention,observes others writing with interest and attention,,Yes,,,,,,,,,,
Literacy,Writing,Creating texts,Level 1,,Text forms and features,LP9-W-CT-Level1-05,5,"intentionally creates letter-like shapes or strings, experimenting with forms and shapes (e.g. horizontal and vertical lines, and/or circular shapes)","intentionally creates letter-like shapes or strings, experimenting with forms and shapes","e.g. horizontal and vertical lines, and/or circular shapes",Yes,,,,,,,,,,
Literacy,Writing,Creating texts,Level 1,,Text forms and features,LP9-W-CT-Level1-06,6,draws pictures and shapes to make meaning,draws pictures and shapes to make meaning,,Yes,,,,,,,,,,
Literacy,Writing,Creating texts,Level 1,,Text forms and features,LP9-W-CT-Level1-07,7,"asks about words used in the environment (e.g. signs, labels, titles, names, captions)",asks about words used in the environment,"e.g. signs, labels, titles, names, captions",Yes,,,,,,,,,,
Literacy,Writing,Creating texts,Level 2,,Crafting ideas,LP9-W-CT-Level2-01,1,composes emergent texts for specific purposes (e.g. creates a birthday card),composes emergent texts for specific purposes,e.g. creates a birthday card,Yes,,,,,,,,,,
Literacy,Writing,Creating texts,Level 2,,Crafting ideas,LP9-W-CT-Level2-02,2,articulates or draws ideas for writing (see Speaking),articulates or draws ideas for writing (see Speaking),,Yes,,,,,,,,,,
Literacy,Writing,Creating texts,Level 2,,Crafting ideas,LP9-W-CT-Level2-03,3,dictates a text to a scribe,dictates a text to a scribe,,Yes,,,,,,,,,,
Literacy,Writing,Creating texts,Level 2,,Crafting ideas,LP9-W-CT-Level2-04,4,differentiates between drawing and writing,differentiates between drawing and writing,,Yes,,,,,,,,,,
Literacy,Writing,Creating texts,Level 2,,Crafting ideas,LP9-W-CT-Level2-05,5,describes reasons for writing,describes reasons for writing,,Yes,,,,,,,,,,
Literacy,Writing,Creating texts,Level 2,,Crafting ideas,LP9-W-CT-Level2-06,6,"assigns messages to own texts (e.g. ""reads"" back own play writing, but with varying meanings)",assigns messages to own texts,"e.g. ""reads"" back own play writing, but with varying meanings",Yes,,,,,,,,,,
Literacy,Writing,Creating texts,Level 2,,Text forms and features,LP9-W-CT-Level2-07,7,writes some recognisable letters (e.g. one or 2 letters of own name),writes some recognisable letters,e.g. one or 2 letters of own name,Yes,,,,,,,,,,
Literacy,Writing,Creating texts,Level 2,,Text forms and features,LP9-W-CT-Level2-08,8,identifies symbols or letters and words written or drawn with prompting (see Phonic knowledge and word recognition),identifies symbols or letters and words written or drawn with prompting (see Phonic knowledge and word recognition),,Yes,,,,,,,,,,
Literacy,Writing,Creating texts,Level 2,,Vocabulary,LP9-W-CT-Level2-09,9,searches for and sometimes copies words of personal significance found in written texts or in the environment,searches for and sometimes copies words of personal significance found in written texts or in the environment,,Yes,,,,,,,,,,
Literacy,Writing,Creating texts,Level 3,,Crafting ideas,LP9-W-CT-Level3-01,1,"expresses an idea drawing on familiar experiences and topics, using attempted words and pictures","expresses an idea drawing on familiar experiences and topics, using attempted words and pictures",,Yes,,,,,,,,,,
Literacy,Writing,Creating texts,Level 3,,Crafting ideas,LP9-W-CT-Level3-02,2,"assigns message to own texts ""reading back"" own attempts at writing","assigns message to own texts ""reading back"" own attempts at writing",,Yes,,,,,,,,,,
Literacy,Writing,Creating texts,Level 3,,Crafting ideas,LP9-W-CT-Level3-03,3,writes attempted words in a logical sequence,writes attempted words in a logical sequence,,Yes,,,,,,,,,,
Literacy,Writing,Creating texts,Level 3,,Text forms and features,LP9-W-CT-Level3-04,4,writes a few words correctly,writes a few words correctly,,Yes,,,,,,,,,,
Literacy,Writing,Creating texts,Level 3,,Text forms and features,LP9-W-CT-Level3-05,5,writes from left to right,writes from left to right,,Yes,,,,,,,,,,
Literacy,Writing,Creating texts,Level 3,,Text forms and features,LP9-W-CT-Level3-06,6,writes letters to represent words (see Phonic knowledge and word recognition),writes letters to represent words (see Phonic knowledge and word recognition),,Yes,,,,,,,,,,
Literacy,Writing,Creating texts,Level 3,,Vocabulary,LP9-W-CT-Level3-07,7,"writes own name and other personally significant words (e.g. family names, dog, house)",writes own name and other personally significant words,"e.g. family names, dog, house",Yes,,,,,,,,,,
Literacy,Writing,Creating texts,Level 4,,Crafting ideas,LP9-W-CT-Level4-01,1,"writes ideas in sentence fragments or a simple sentence (e.g. ""I am 6."")",writes ideas in sentence fragments or a simple sentence,"e.g. ""I am 6.""",Yes,Yes,,,,,,,,,
Literacy,Writing,Creating texts,Level 4,,Crafting ideas,LP9-W-CT-Level4-02,2,explains the purpose and audience of familiar imaginative and informative texts,explains the purpose and audience of familiar imaginative and informative texts,,Yes,Yes,,,,,,,,,
Literacy,Writing,Creating texts,Level 4,,Crafting ideas,LP9-W-CT-Level4-03,3,creates short texts in different forms such as a simple recount,creates short texts in different forms such as a simple recount,,Yes,Yes,,,,,,,,,
Literacy,Writing,Creating texts,Level 4,,Crafting ideas,LP9-W-CT-Level4-04,4,combines visuals with written text where appropriate,combines visuals with written text where appropriate,,Yes,Yes,,,,,,,,,
Literacy,Writing,Creating texts,Level 4,,Crafting ideas,LP9-W-CT-Level4-05,5,reads back own writing word by word,reads back own writing word by word,,Yes,Yes,,,,,,,,,
Literacy,Writing,Creating texts,Level 4,,Crafting ideas,LP9-W-CT-Level4-06,6,talks about own text and describes subject matter and images,talks about own text and describes subject matter and images,,Yes,Yes,,,,,,,,,
Literacy,Writing,Creating texts,Level 4,,Text forms and features,LP9-W-CT-Level4-07,7,writes some appropriate letter combinations to represent less familiar words (see Spelling and Phonic knowledge and word recognition),writes some appropriate letter combinations to represent less familiar words (see Spelling and Phonic knowledge and word recognition),,Yes,Yes,,,,,,,,,
Literacy,Writing,Creating texts,Level 4,,Text forms and features,LP9-W-CT-Level4-08,8,"writes with noun-verb agreement (e.g. ""I am""), articles (e.g. ""a man"") and personal pronouns (e.g. ""my mum"") (see Grammar)","writes with noun-verb agreement (e.g. ""I am""), articles (e.g. ""a man"") and personal pronouns (e.g. ""my mum"") (see Grammar)",,Yes,Yes,,,,,,,,,
Literacy,Writing,Creating texts,Level 4,,Text forms and features,LP9-W-CT-Level4-09,9,writes from left to right using spaces between attempted words,writes from left to right using spaces between attempted words,,Yes,Yes,,,,,,,,,
Literacy,Writing,Creating texts,Level 4,,Text forms and features,LP9-W-CT-Level4-10,10,"uses basic noun groups/phrases (e.g. ""my house"") (see Grammar)","uses basic noun groups/phrases (e.g. ""my house"") (see Grammar)",,Yes,Yes,,,,,,,,,
Literacy,Writing,Creating texts,Level 4,,Text forms and features,LP9-W-CT-Level4-11,11,uses some sentence punctuation (e.g. capital letters at the beginning of a text),uses some sentence punctuation,e.g. capital letters at the beginning of a text,Yes,Yes,,,,,,,,,
Literacy,Writing,Creating texts,Level 4,,Vocabulary,LP9-W-CT-Level4-12,12,"writes simple familiar words (e.g. ""saw"", ""food"", ""they"")",writes simple familiar words,"e.g. ""saw"", ""food"", ""they""",Yes,Yes,,,,,,,,,
Literacy,Writing,Creating texts,Level 4,,Vocabulary,LP9-W-CT-Level4-13,13,"includes some learning area vocabulary in own texts (e.g. ""season"")",includes some learning area vocabulary in own texts,"e.g. ""season""",Yes,Yes,,,,,,,,,
Literacy,Writing,Creating texts,Level 4,,Vocabulary,LP9-W-CT-Level4-14,14,uses taught high-frequency words,uses taught high-frequency words,,Yes,Yes,,,,,,,,,
Literacy,Writing,Creating texts,Level 5,,Crafting ideas,LP9-W-CT-Level5-01,1,"creates a text including 2 or 3 related ideas for a familiar purpose such as recounting an event, telling a story, expressing thoughts, feelings and opinions","creates a text including 2 or 3 related ideas for a familiar purpose such as recounting an event, telling a story, expressing thoughts, feelings and opinions",,,Yes,Yes,,,,,,,,
Literacy,Writing,Creating texts,Level 5,,Crafting ideas,LP9-W-CT-Level5-02,2,"includes beginning structural features (e.g. statement of an opinion, a heading, description of an event linked to time and place)",includes beginning structural features,"e.g. statement of an opinion, a heading, description of an event linked to time and place",,Yes,Yes,,,,,,,,
Literacy,Writing,Creating texts,Level 5,,Crafting ideas,LP9-W-CT-Level5-03,3,"creates texts for learning area purposes (e.g. labelling a simple diagram, ordering events on a timeline)",creates texts for learning area purposes,"e.g. labelling a simple diagram, ordering events on a timeline",,Yes,Yes,,,,,,,,
Literacy,Writing,Creating texts,Level 5,,Text forms and features,LP9-W-CT-Level5-04,4,"writes simple sentences made up of basic verb groups, noun groups and phrases (e.g. ""We visited my aunty’s house last week."")","writes simple sentences made up of basic verb groups, noun groups and phrases","e.g. ""We visited my aunty’s house last week.""",,Yes,Yes,,,,,,,,
Literacy,Writing,Creating texts,Level 5,,Text forms and features,LP9-W-CT-Level5-05,5,"writes compound sentences using common conjunctions (e.g. ""My house is big but the garden is small."")",writes compound sentences using common conjunctions,"e.g. ""My house is big but the garden is small.""",,Yes,Yes,,,,,,,,
Literacy,Writing,Creating texts,Level 5,,Text forms and features,LP9-W-CT-Level5-06,6,"makes plausible attempts to write unfamiliar words phonetically (e.g. ""enjn"" for ""engine"") (see Spelling)","makes plausible attempts to write unfamiliar words phonetically (e.g. ""enjn"" for ""engine"") (see Spelling)",,,Yes,Yes,,,,,,,,
Literacy,Writing,Creating texts,Level 5,,Text forms and features,LP9-W-CT-Level5-07,7,uses capital letters correctly to indicate proper nouns (see Punctuation),uses capital letters correctly to indicate proper nouns (see Punctuation),,,Yes,Yes,,,,,,,,
Literacy,Writing,Creating texts,Level 5,,Text forms and features,LP9-W-CT-Level5-08,8,uses capital letters at the start and full stops at the end of sentences (see Punctuation),uses capital letters at the start and full stops at the end of sentences (see Punctuation),,,Yes,Yes,,,,,,,,
Literacy,Writing,Creating texts,Level 5,,Text forms and features,LP9-W-CT-Level5-09,9,spells some high-frequency words correctly (see Spelling),spells some high-frequency words correctly (see Spelling),,,Yes,Yes,,,,,,,,
Literacy,Writing,Creating texts,Level 5,,Text forms and features,LP9-W-CT-Level5-10,10,"uses appropriate key words to represent simple concepts (e.g. ""aunty"", ""sister"", ""cousin"" in a text about family)",uses appropriate key words to represent simple concepts,"e.g. ""aunty"", ""sister"", ""cousin"" in a text about family",,Yes,Yes,,,,,,,,
Literacy,Writing,Creating texts,Level 5,,Vocabulary,LP9-W-CT-Level5-11,11,"uses adjectives to add meaning by describing qualities or features (e.g. ""small"", ""long"", ""red"") (see Grammar)","uses adjectives to add meaning by describing qualities or features (e.g. ""small"", ""long"", ""red"") (see Grammar)",,,Yes,Yes,,,,,,,,
Literacy,Writing,Creating texts,Level 5,,Vocabulary,LP9-W-CT-Level5-12,12,uses words in own writing adopted from other writers,uses words in own writing adopted from other writers,,,Yes,Yes,,,,,,,,
Literacy,Writing,Creating texts,Level 5,,Vocabulary,LP9-W-CT-Level5-13,13,"uses simple words to add clarity to ideas (e.g. modifying and qualifying words such as ""very"")",uses simple words to add clarity to ideas,"e.g. modifying and qualifying words such as ""very""",,Yes,Yes,,,,,,,,
Literacy,Writing,Creating texts,Level 6,,Crafting ideas,LP9-W-CT-Level6-01,1,"creates texts for a range of purposes such as observing and describing, providing reasons, expressing thoughts and feelings about a topic","creates texts for a range of purposes such as observing and describing, providing reasons, expressing thoughts and feelings about a topic",,,,,Yes,Yes,,,,,,
Literacy,Writing,Creating texts,Level 6,,Crafting ideas,LP9-W-CT-Level6-02,2,includes 4 or more simply stated and clearly connected ideas (e.g. introduces a topic and includes one or 2 facts; states an opinion with a reason; gives a recount of an event),includes 4 or more simply stated and clearly connected ideas,e.g. introduces a topic and includes one or 2 facts; states an opinion with a reason; gives a recount of an event,,,,Yes,Yes,,,,,,
Literacy,Writing,Creating texts,Level 6,,Crafting ideas,LP9-W-CT-Level6-03,3,includes a simple introduction to orient the reader (e.g. states a fact to introduce a report; states an opinion to introduce an argument; introduces a character to begin a narrative),includes a simple introduction to orient the reader,e.g. states a fact to introduce a report; states an opinion to introduce an argument; introduces a character to begin a narrative,,,,Yes,Yes,,,,,,
Literacy,Writing,Creating texts,Level 6,,Crafting ideas,LP9-W-CT-Level6-04,4,writes ideas appropriate to a task or topic in sequenced sentences (e.g. writes informative texts with all the facts related to the topic),writes ideas appropriate to a task or topic in sequenced sentences,e.g. writes informative texts with all the facts related to the topic,,,,Yes,Yes,,,,,,
Literacy,Writing,Creating texts,Level 6,,Crafting ideas,LP9-W-CT-Level6-05,5,selects and discards ideas to make texts suitable for familiar audiences and purposes,selects and discards ideas to make texts suitable for familiar audiences and purposes,,,,,Yes,Yes,,,,,,
Literacy,Writing,Creating texts,Level 6,,Text forms and features,LP9-W-CT-Level6-06,6,"writes simple, compound and some complex sentences related to a topic using a broader range of conjunctions (e.g. ""and"", ""but"", ""so"", ""because"", ""when"") (see Grammar)","writes simple, compound and some complex sentences related to a topic using a broader range of conjunctions (e.g. ""and"", ""but"", ""so"", ""because"", ""when"") (see Grammar)",,,,,Yes,Yes,,,,,,
Literacy,Writing,Creating texts,Level 6,,Text forms and features,LP9-W-CT-Level6-07,7,maintains tense within a sentence (see Grammar),maintains tense within a sentence (see Grammar),,,,,Yes,Yes,,,,,,
Literacy,Writing,Creating texts,Level 6,,Text forms and features,LP9-W-CT-Level6-08,8,selects images to complement writing,selects images to complement writing,,,,,Yes,Yes,,,,,,
Literacy,Writing,Creating texts,Level 6,,Text forms and features,LP9-W-CT-Level6-09,9,spells many high-frequency words correctly (see Spelling),spells many high-frequency words correctly (see Spelling),,,,,Yes,Yes,,,,,,
Literacy,Writing,Creating texts,Level 6,,Text forms and features,LP9-W-CT-Level6-10,10,"uses sentence punctuation correctly (e.g. !, ?) (see Punctuation)","uses sentence punctuation correctly (e.g. !, ?) (see Punctuation)",,,,,Yes,Yes,,,,,,
Literacy,Writing,Creating texts,Level 6,,Text forms and features,LP9-W-CT-Level6-11,11,"uses noun groups/phrases to add detail (e.g. ""the tomato plant in the pot"") (see Grammar)","uses noun groups/phrases to add detail (e.g. ""the tomato plant in the pot"") (see Grammar)",,,,,Yes,Yes,,,,,,
